[size=8][x=8][y=5][type=0] 	=> 0.000198
[size=4][x=21][y=8][type=1] 	=> 0.000197
[size=8][x=10][y=11][type=0] 	=> 0.000197
[size=10][x=4][y=13][type=2] 	=> 0.000197
[size=4][x=26][y=21][type=0] 	=> 0.000197
[size=5][x=4][y=34][type=2] 	=> 0.000197
[size=4][x=20][y=30][type=1] 	=> 0.000197
[size=10][x=2][y=20][type=0] 	=> 0.000197
[size=20][x=5][y=10][type=0] 	=> 0.000196
[size=8][x=20][y=8][type=1] 	=> 0.000196
[size=4][x=29][y=10][type=0] 	=> 0.000196
[size=4][x=15][y=20][type=0] 	=> 0.000196
[size=10][x=8][y=10][type=0] 	=> 0.000196
[size=5][x=27][y=23][type=0] 	=> 0.000196
[size=8][x=9][y=29][type=2] 	=> 0.000195
[size=8][x=30][y=18][type=1] 	=> 0.000195
[size=10][x=8][y=18][type=1] 	=> 0.000195
[size=10][x=1][y=4][type=0] 	=> 0.000195
[size=20][x=3][y=18][type=0] 	=> 0.000195
[size=8][x=21][y=15][type=2] 	=> 0.000195
[size=10][x=20][y=12][type=0] 	=> 0.000194
[size=20][x=14][y=12][type=2] 	=> 0.000194
[size=8][x=4][y=11][type=0] 	=> 0.000194
[size=10][x=15][y=25][type=0] 	=> 0.000194
[size=4][x=10][y=24][type=1] 	=> 0.000194
[size=4][x=0][y=28][type=1] 	=> 0.000194
[size=20][x=5][y=16][type=0] 	=> 0.000194
[size=5][x=21][y=8][type=1] 	=> 0.000194
[size=10][x=17][y=20][type=0] 	=> 0.000194
[size=10][x=28][y=9][type=1] 	=> 0.000194
[size=20][x=6][y=9][type=2] 	=> 0.000194
[size=10][x=4][y=1][type=2] 	=> 0.000194
[size=10][x=3][y=15][type=0] 	=> 0.000193
[size=5][x=20][y=28][type=2] 	=> 0.000193
[size=5][x=28][y=7][type=1] 	=> 0.000193
[size=8][x=14][y=27][type=0] 	=> 0.000193
[size=8][x=0][y=9][type=1] 	=> 0.000193
[size=20][x=18][y=15][type=2] 	=> 0.000193
[size=4][x=30][y=16][type=0] 	=> 0.000193
[size=10][x=8][y=8][type=0] 	=> 0.000193
[size=8][x=22][y=2][type=1] 	=> 0.000192
[size=10][x=16][y=0][type=1] 	=> 0.000192
[size=8][x=28][y=16][type=1] 	=> 0.000192
[size=8][x=21][y=2][type=0] 	=> 0.000192
[size=10][x=22][y=24][type=1] 	=> 0.000192
[size=20][x=4][y=19][type=0] 	=> 0.000191
[size=4][x=6][y=16][type=1] 	=> 0.000191
[size=10][x=16][y=11][type=1] 	=> 0.000191
[size=5][x=21][y=6][type=0] 	=> 0.000191
[size=8][x=17][y=6][type=1] 	=> 0.000191
[size=8][x=1][y=29][type=0] 	=> 0.000191
[size=10][x=18][y=26][type=0] 	=> 0.000191
[size=10][x=28][y=19][type=2] 	=> 0.000191
[size=4][x=2][y=28][type=0] 	=> 0.000191
[size=8][x=5][y=19][type=1] 	=> 0.000190
[size=10][x=23][y=5][type=0] 	=> 0.000190
[size=10][x=11][y=22][type=0] 	=> 0.000190
[size=8][x=28][y=15][type=1] 	=> 0.000190
[size=5][x=18][y=16][type=1] 	=> 0.000190
[size=5][x=12][y=11][type=0] 	=> 0.000190
[size=5][x=17][y=11][type=2] 	=> 0.000190
[size=8][x=21][y=23][type=2] 	=> 0.000190
[size=5][x=20][y=14][type=2] 	=> 0.000190
[size=4][x=30][y=18][type=1] 	=> 0.000190
[size=4][x=11][y=23][type=1] 	=> 0.000190
[size=10][x=5][y=14][type=0] 	=> 0.000190
[size=20][x=2][y=4][type=2] 	=> 0.000190
[size=4][x=1][y=6][type=0] 	=> 0.000189
[size=20][x=9][y=1][type=1] 	=> 0.000189
[size=5][x=11][y=29][type=2] 	=> 0.000189
[size=10][x=27][y=21][type=1] 	=> 0.000189
[size=20][x=6][y=15][type=0] 	=> 0.000189
[size=5][x=2][y=18][type=0] 	=> 0.000189
[size=20][x=2][y=9][type=1] 	=> 0.000189
[size=10][x=25][y=11][type=1] 	=> 0.000189
[size=4][x=26][y=21][type=1] 	=> 0.000189
[size=8][x=2][y=28][type=2] 	=> 0.000189
[size=8][x=14][y=20][type=1] 	=> 0.000189
[size=8][x=14][y=23][type=0] 	=> 0.000189
[size=20][x=5][y=5][type=2] 	=> 0.000188
[size=8][x=11][y=27][type=0] 	=> 0.000188
[size=4][x=22][y=18][type=0] 	=> 0.000188
[size=5][x=27][y=31][type=0] 	=> 0.000187
[size=10][x=7][y=29][type=1] 	=> 0.000187
[size=10][x=4][y=15][type=0] 	=> 0.000187
[size=8][x=19][y=6][type=2] 	=> 0.000187
[size=10][x=20][y=1][type=1] 	=> 0.000187
[size=8][x=5][y=6][type=0] 	=> 0.000187
[size=4][x=35][y=7][type=0] 	=> 0.000186
[size=20][x=2][y=7][type=1] 	=> 0.000186
[size=5][x=22][y=6][type=0] 	=> 0.000186
[size=5][x=8][y=14][type=1] 	=> 0.000186
[size=4][x=1][y=5][type=0] 	=> 0.000186
[size=10][x=21][y=18][type=1] 	=> 0.000186
[size=5][x=7][y=29][type=1] 	=> 0.000186
[size=5][x=26][y=1][type=2] 	=> 0.000186
[size=4][x=9][y=13][type=0] 	=> 0.000186
[size=4][x=16][y=10][type=2] 	=> 0.000185
[size=8][x=13][y=6][type=0] 	=> 0.000185
[size=20][x=14][y=1][type=1] 	=> 0.000185
[size=4][x=7][y=17][type=1] 	=> 0.000185
[size=20][x=9][y=7][type=2] 	=> 0.000185
[size=20][x=8][y=19][type=1] 	=> 0.000185
[size=8][x=22][y=13][type=0] 	=> 0.000185
[size=4][x=19][y=15][type=0] 	=> 0.000185
[size=8][x=23][y=9][type=0] 	=> 0.000184
[size=4][x=21][y=3][type=0] 	=> 0.000184
[size=5][x=1][y=23][type=0] 	=> 0.000184
[size=8][x=8][y=15][type=0] 	=> 0.000184
[size=8][x=25][y=16][type=0] 	=> 0.000184
[size=8][x=3][y=23][type=2] 	=> 0.000184
[size=8][x=17][y=17][type=1] 	=> 0.000184
[size=8][x=21][y=7][type=1] 	=> 0.000184
[size=20][x=7][y=4][type=1] 	=> 0.000184
[size=20][x=5][y=14][type=1] 	=> 0.000184
[size=10][x=22][y=24][type=0] 	=> 0.000184
[size=20][x=7][y=9][type=2] 	=> 0.000183
[size=4][x=16][y=15][type=2] 	=> 0.000183
[size=4][x=32][y=19][type=0] 	=> 0.000183
[size=5][x=18][y=34][type=0] 	=> 0.000183
[size=20][x=17][y=10][type=1] 	=> 0.000183
[size=8][x=18][y=6][type=0] 	=> 0.000183
[size=8][x=6][y=17][type=0] 	=> 0.000183
[size=4][x=31][y=23][type=0] 	=> 0.000183
[size=10][x=25][y=21][type=2] 	=> 0.000183
[size=8][x=18][y=1][type=1] 	=> 0.000183
[size=8][x=20][y=5][type=1] 	=> 0.000182
[size=5][x=24][y=19][type=0] 	=> 0.000182
[size=4][x=1][y=23][type=0] 	=> 0.000182
[size=20][x=7][y=7][type=0] 	=> 0.000182
[size=10][x=5][y=27][type=1] 	=> 0.000182
[size=20][x=14][y=13][type=2] 	=> 0.000182
[size=4][x=14][y=8][type=0] 	=> 0.000182
[size=8][x=22][y=9][type=1] 	=> 0.000181
[size=20][x=12][y=1][type=0] 	=> 0.000181
[size=20][x=8][y=3][type=1] 	=> 0.000181
[size=20][x=0][y=1][type=1] 	=> 0.000181
[size=10][x=29][y=16][type=2] 	=> 0.000181
[size=20][x=7][y=14][type=2] 	=> 0.000181
[size=20][x=1][y=12][type=1] 	=> 0.000181
[size=4][x=4][y=16][type=2] 	=> 0.000181
[size=20][x=10][y=4][type=2] 	=> 0.000181
[size=8][x=4][y=8][type=1] 	=> 0.000180
[size=8][x=11][y=30][type=2] 	=> 0.000179
[size=10][x=17][y=0][type=0] 	=> 0.000179
[size=10][x=4][y=17][type=0] 	=> 0.000179
[size=8][x=11][y=18][type=0] 	=> 0.000179
[size=20][x=4][y=16][type=2] 	=> 0.000179
[size=8][x=3][y=16][type=2] 	=> 0.000179
[size=4][x=14][y=19][type=0] 	=> 0.000179
[size=4][x=16][y=31][type=1] 	=> 0.000179
[size=10][x=17][y=21][type=1] 	=> 0.000179
[size=10][x=23][y=12][type=1] 	=> 0.000179
[size=8][x=5][y=17][type=0] 	=> 0.000179
[size=20][x=8][y=13][type=0] 	=> 0.000178
[size=20][x=19][y=14][type=0] 	=> 0.000178
[size=10][x=3][y=13][type=1] 	=> 0.000178
[size=20][x=15][y=13][type=0] 	=> 0.000178
[size=20][x=12][y=16][type=0] 	=> 0.000178
[size=10][x=13][y=7][type=1] 	=> 0.000178
[size=10][x=5][y=8][type=1] 	=> 0.000178
[size=4][x=3][y=35][type=1] 	=> 0.000178
[size=8][x=10][y=25][type=0] 	=> 0.000178
[size=5][x=26][y=12][type=0] 	=> 0.000178
[size=20][x=9][y=12][type=0] 	=> 0.000177
[size=4][x=20][y=35][type=0] 	=> 0.000177
[size=8][x=18][y=9][type=1] 	=> 0.000177
[size=20][x=8][y=2][type=1] 	=> 0.000177
[size=10][x=14][y=5][type=0] 	=> 0.000177
[size=10][x=12][y=23][type=1] 	=> 0.000177
[size=4][x=29][y=17][type=0] 	=> 0.000176
[size=4][x=21][y=24][type=0] 	=> 0.000176
[size=20][x=16][y=18][type=2] 	=> 0.000176
[size=10][x=13][y=10][type=0] 	=> 0.000176
[size=10][x=18][y=11][type=2] 	=> 0.000176
[size=8][x=6][y=12][type=0] 	=> 0.000176
[size=10][x=22][y=11][type=1] 	=> 0.000176
[size=20][x=13][y=6][type=0] 	=> 0.000176
[size=5][x=4][y=12][type=0] 	=> 0.000176
[size=10][x=25][y=2][type=1] 	=> 0.000175
[size=20][x=1][y=4][type=1] 	=> 0.000175
[size=5][x=32][y=32][type=1] 	=> 0.000175
[size=8][x=6][y=25][type=1] 	=> 0.000175
[size=5][x=2][y=21][type=0] 	=> 0.000175
[size=5][x=8][y=32][type=0] 	=> 0.000175
[size=10][x=19][y=25][type=0] 	=> 0.000174
[size=10][x=17][y=4][type=0] 	=> 0.000174
[size=5][x=1][y=21][type=0] 	=> 0.000174
[size=20][x=8][y=1][type=2] 	=> 0.000174
[size=20][x=14][y=14][type=2] 	=> 0.000174
[size=10][x=5][y=19][type=1] 	=> 0.000174
[size=10][x=7][y=27][type=1] 	=> 0.000174
[size=5][x=8][y=13][type=0] 	=> 0.000174
[size=8][x=7][y=17][type=0] 	=> 0.000174
[size=8][x=14][y=27][type=1] 	=> 0.000174
[size=5][x=17][y=8][type=2] 	=> 0.000174
[size=10][x=26][y=3][type=1] 	=> 0.000174
[size=10][x=10][y=16][type=0] 	=> 0.000173
[size=8][x=18][y=9][type=2] 	=> 0.000173
[size=8][x=22][y=18][type=1] 	=> 0.000173
[size=5][x=24][y=13][type=2] 	=> 0.000173
[size=8][x=27][y=7][type=2] 	=> 0.000172
[size=4][x=27][y=16][type=1] 	=> 0.000172
[size=8][x=21][y=22][type=0] 	=> 0.000172
[size=10][x=19][y=19][type=0] 	=> 0.000172
[size=8][x=3][y=18][type=2] 	=> 0.000172
[size=10][x=11][y=12][type=2] 	=> 0.000171
[size=4][x=18][y=24][type=1] 	=> 0.000171
[size=4][x=35][y=24][type=0] 	=> 0.000171
[size=4][x=19][y=8][type=1] 	=> 0.000171
[size=10][x=10][y=26][type=0] 	=> 0.000171
[size=20][x=18][y=9][type=0] 	=> 0.000171
[size=20][x=19][y=15][type=2] 	=> 0.000171
[size=20][x=17][y=2][type=0] 	=> 0.000171
[size=20][x=13][y=18][type=0] 	=> 0.000171
[size=5][x=32][y=31][type=1] 	=> 0.000170
[size=10][x=18][y=6][type=2] 	=> 0.000170
[size=5][x=31][y=19][type=1] 	=> 0.000170
[size=10][x=24][y=6][type=0] 	=> 0.000170
[size=10][x=13][y=20][type=0] 	=> 0.000170
[size=4][x=8][y=26][type=0] 	=> 0.000170
[size=8][x=10][y=22][type=0] 	=> 0.000170
[size=8][x=26][y=15][type=0] 	=> 0.000170
[size=4][x=23][y=8][type=1] 	=> 0.000170
[size=10][x=4][y=10][type=1] 	=> 0.000170
[size=5][x=12][y=33][type=1] 	=> 0.000170
[size=5][x=14][y=6][type=0] 	=> 0.000169
[size=10][x=24][y=4][type=1] 	=> 0.000169
[size=5][x=9][y=3][type=0] 	=> 0.000169
[size=8][x=3][y=19][type=0] 	=> 0.000169
[size=10][x=9][y=25][type=1] 	=> 0.000169
[size=5][x=14][y=16][type=1] 	=> 0.000169
[size=8][x=19][y=5][type=0] 	=> 0.000169
[size=10][x=6][y=7][type=0] 	=> 0.000169
[size=4][x=9][y=29][type=0] 	=> 0.000168
[size=8][x=7][y=19][type=0] 	=> 0.000168
[size=10][x=11][y=23][type=0] 	=> 0.000168
[size=5][x=17][y=29][type=2] 	=> 0.000168
[size=10][x=2][y=12][type=2] 	=> 0.000168
[size=10][x=28][y=29][type=0] 	=> 0.000168
[size=4][x=26][y=8][type=0] 	=> 0.000168
[size=5][x=0][y=31][type=0] 	=> 0.000168
[size=8][x=0][y=19][type=2] 	=> 0.000168
[size=4][x=24][y=15][type=1] 	=> 0.000168
[size=20][x=19][y=11][type=0] 	=> 0.000168
[size=8][x=16][y=9][type=1] 	=> 0.000168
[size=4][x=35][y=15][type=1] 	=> 0.000168
[size=4][x=20][y=17][type=1] 	=> 0.000167
[size=10][x=15][y=15][type=2] 	=> 0.000167
[size=4][x=13][y=20][type=1] 	=> 0.000167
[size=10][x=11][y=19][type=2] 	=> 0.000167
[size=4][x=32][y=15][type=2] 	=> 0.000167
[size=5][x=25][y=5][type=0] 	=> 0.000167
[size=5][x=15][y=9][type=2] 	=> 0.000167
[size=8][x=25][y=0][type=1] 	=> 0.000167
[size=10][x=8][y=13][type=0] 	=> 0.000167
[size=10][x=17][y=18][type=0] 	=> 0.000167
[size=10][x=20][y=28][type=0] 	=> 0.000167
[size=4][x=23][y=35][type=1] 	=> 0.000167
[size=20][x=4][y=1][type=1] 	=> 0.000166
[size=8][x=16][y=20][type=0] 	=> 0.000166
[size=5][x=26][y=22][type=1] 	=> 0.000166
[size=5][x=0][y=32][type=1] 	=> 0.000166
[size=10][x=8][y=11][type=2] 	=> 0.000166
[size=4][x=26][y=14][type=1] 	=> 0.000166
[size=8][x=26][y=8][type=2] 	=> 0.000166
[size=5][x=28][y=4][type=0] 	=> 0.000166
[size=10][x=5][y=10][type=1] 	=> 0.000166
[size=8][x=18][y=18][type=1] 	=> 0.000166
[size=5][x=25][y=22][type=2] 	=> 0.000166
[size=10][x=19][y=28][type=0] 	=> 0.000165
[size=8][x=7][y=20][type=0] 	=> 0.000165
[size=4][x=21][y=23][type=1] 	=> 0.000165
[size=20][x=8][y=8][type=1] 	=> 0.000165
[size=4][x=27][y=9][type=1] 	=> 0.000165
[size=4][x=23][y=15][type=0] 	=> 0.000165
[size=10][x=3][y=27][type=1] 	=> 0.000165
[size=20][x=4][y=2][type=2] 	=> 0.000165
[size=10][x=16][y=26][type=1] 	=> 0.000164
[size=5][x=9][y=24][type=0] 	=> 0.000164
[size=5][x=17][y=24][type=1] 	=> 0.000164
[size=5][x=22][y=27][type=0] 	=> 0.000164
[size=5][x=14][y=0][type=0] 	=> 0.000164
[size=8][x=11][y=23][type=2] 	=> 0.000163
[size=8][x=27][y=23][type=1] 	=> 0.000163
[size=20][x=5][y=11][type=1] 	=> 0.000163
[size=8][x=5][y=9][type=1] 	=> 0.000163
[size=20][x=10][y=16][type=0] 	=> 0.000163
[size=20][x=17][y=11][type=2] 	=> 0.000163
[size=20][x=15][y=18][type=0] 	=> 0.000163
[size=10][x=20][y=21][type=2] 	=> 0.000163
[size=10][x=26][y=10][type=2] 	=> 0.000163
[size=10][x=2][y=29][type=1] 	=> 0.000162
[size=8][x=11][y=21][type=1] 	=> 0.000162
[size=10][x=23][y=21][type=0] 	=> 0.000162
[size=4][x=35][y=34][type=0] 	=> 0.000162
[size=5][x=16][y=10][type=0] 	=> 0.000162
[size=4][x=19][y=16][type=1] 	=> 0.000162
[size=8][x=28][y=6][type=1] 	=> 0.000162
[size=20][x=7][y=13][type=1] 	=> 0.000162
[size=20][x=5][y=15][type=2] 	=> 0.000162
[size=8][x=21][y=1][type=2] 	=> 0.000162
[size=10][x=10][y=12][type=0] 	=> 0.000161
[size=5][x=29][y=9][type=2] 	=> 0.000161
[size=20][x=18][y=1][type=1] 	=> 0.000161
[size=10][x=22][y=17][type=1] 	=> 0.000161
[size=5][x=15][y=14][type=0] 	=> 0.000161
[size=5][x=8][y=7][type=1] 	=> 0.000161
[size=4][x=3][y=30][type=0] 	=> 0.000161
[size=5][x=17][y=21][type=2] 	=> 0.000161
[size=10][x=27][y=22][type=2] 	=> 0.000161
[size=20][x=3][y=15][type=0] 	=> 0.000161
[size=10][x=26][y=12][type=0] 	=> 0.000161
[size=5][x=10][y=30][type=0] 	=> 0.000161
[size=10][x=24][y=17][type=1] 	=> 0.000161
[size=5][x=22][y=30][type=0] 	=> 0.000161
[size=10][x=9][y=22][type=0] 	=> 0.000161
[size=4][x=0][y=3][type=0] 	=> 0.000161
[size=4][x=23][y=33][type=1] 	=> 0.000161
[size=8][x=19][y=18][type=2] 	=> 0.000160
[size=5][x=21][y=11][type=0] 	=> 0.000160
[size=8][x=20][y=27][type=1] 	=> 0.000160
[size=8][x=4][y=1][type=2] 	=> 0.000160
[size=8][x=2][y=17][type=0] 	=> 0.000160
[size=8][x=30][y=11][type=1] 	=> 0.000160
[size=8][x=8][y=2][type=2] 	=> 0.000160
[size=5][x=21][y=27][type=0] 	=> 0.000159
[size=5][x=21][y=14][type=2] 	=> 0.000159
[size=8][x=18][y=12][type=1] 	=> 0.000159
[size=8][x=14][y=24][type=2] 	=> 0.000159
[size=10][x=23][y=28][type=2] 	=> 0.000159
[size=8][x=0][y=6][type=2] 	=> 0.000159
[size=5][x=33][y=1][type=1] 	=> 0.000159
[size=20][x=15][y=3][type=2] 	=> 0.000159
[size=10][x=29][y=27][type=0] 	=> 0.000159
[size=20][x=11][y=18][type=1] 	=> 0.000159
[size=8][x=22][y=29][type=2] 	=> 0.000159
[size=10][x=12][y=15][type=1] 	=> 0.000159
[size=8][x=10][y=20][type=1] 	=> 0.000159
[size=5][x=7][y=14][type=0] 	=> 0.000158
[size=10][x=18][y=13][type=2] 	=> 0.000158
[size=8][x=26][y=10][type=1] 	=> 0.000158
[size=10][x=24][y=28][type=1] 	=> 0.000158
[size=8][x=20][y=8][type=0] 	=> 0.000158
[size=10][x=15][y=2][type=1] 	=> 0.000158
[size=5][x=10][y=12][type=2] 	=> 0.000158
[size=5][x=27][y=15][type=1] 	=> 0.000158
[size=5][x=10][y=4][type=0] 	=> 0.000158
[size=8][x=18][y=23][type=1] 	=> 0.000158
[size=10][x=18][y=24][type=1] 	=> 0.000158
[size=4][x=35][y=15][type=0] 	=> 0.000158
[size=10][x=0][y=10][type=0] 	=> 0.000158
[size=8][x=12][y=8][type=0] 	=> 0.000158
[size=20][x=18][y=0][type=1] 	=> 0.000157
[size=8][x=29][y=6][type=1] 	=> 0.000157
[size=4][x=32][y=29][type=0] 	=> 0.000157
[size=5][x=12][y=34][type=2] 	=> 0.000157
[size=10][x=3][y=10][type=0] 	=> 0.000157
[size=10][x=12][y=12][type=1] 	=> 0.000157
[size=20][x=1][y=3][type=1] 	=> 0.000157
[size=20][x=3][y=8][type=1] 	=> 0.000157
[size=8][x=9][y=29][type=1] 	=> 0.000157
[size=8][x=4][y=25][type=0] 	=> 0.000156
[size=20][x=11][y=5][type=1] 	=> 0.000156
[size=5][x=24][y=24][type=1] 	=> 0.000156
[size=20][x=13][y=17][type=2] 	=> 0.000156
[size=5][x=11][y=2][type=1] 	=> 0.000156
[size=10][x=21][y=7][type=0] 	=> 0.000156
[size=20][x=17][y=18][type=1] 	=> 0.000156
[size=5][x=28][y=23][type=0] 	=> 0.000156
[size=8][x=17][y=25][type=0] 	=> 0.000156
[size=20][x=8][y=4][type=0] 	=> 0.000155
[size=5][x=5][y=16][type=0] 	=> 0.000155
[size=8][x=13][y=8][type=2] 	=> 0.000155
[size=10][x=2][y=2][type=2] 	=> 0.000155
[size=10][x=0][y=11][type=1] 	=> 0.000155
[size=20][x=9][y=9][type=2] 	=> 0.000155
[size=5][x=19][y=1][type=2] 	=> 0.000155
[size=8][x=24][y=26][type=1] 	=> 0.000155
[size=4][x=2][y=22][type=0] 	=> 0.000155
[size=5][x=26][y=0][type=1] 	=> 0.000155
[size=5][x=10][y=24][type=0] 	=> 0.000155
[size=10][x=29][y=24][type=2] 	=> 0.000155
[size=8][x=7][y=13][type=1] 	=> 0.000155
[size=10][x=14][y=20][type=2] 	=> 0.000155
[size=8][x=20][y=26][type=0] 	=> 0.000155
[size=20][x=10][y=7][type=1] 	=> 0.000155
[size=5][x=23][y=11][type=2] 	=> 0.000155
[size=20][x=0][y=15][type=1] 	=> 0.000155
[size=8][x=15][y=14][type=2] 	=> 0.000155
[size=8][x=11][y=31][type=1] 	=> 0.000154
[size=4][x=7][y=3][type=1] 	=> 0.000154
[size=8][x=4][y=8][type=0] 	=> 0.000154
[size=8][x=12][y=19][type=2] 	=> 0.000154
[size=4][x=29][y=22][type=1] 	=> 0.000154
[size=4][x=33][y=21][type=0] 	=> 0.000154
[size=8][x=16][y=20][type=1] 	=> 0.000154
[size=5][x=24][y=10][type=1] 	=> 0.000154
[size=5][x=24][y=11][type=1] 	=> 0.000154
[size=8][x=2][y=23][type=0] 	=> 0.000154
[size=8][x=26][y=1][type=1] 	=> 0.000154
[size=8][x=30][y=27][type=0] 	=> 0.000154
[size=10][x=21][y=3][type=1] 	=> 0.000154
[size=4][x=18][y=10][type=1] 	=> 0.000154
[size=20][x=5][y=4][type=0] 	=> 0.000154
[size=20][x=11][y=5][type=0] 	=> 0.000154
[size=10][x=6][y=17][type=1] 	=> 0.000154
[size=5][x=17][y=13][type=2] 	=> 0.000154
[size=10][x=10][y=28][type=1] 	=> 0.000154
[size=8][x=4][y=5][type=2] 	=> 0.000154
[size=10][x=11][y=8][type=2] 	=> 0.000153
[size=4][x=17][y=25][type=1] 	=> 0.000153
[size=8][x=11][y=26][type=2] 	=> 0.000153
[size=5][x=1][y=33][type=0] 	=> 0.000153
[size=5][x=31][y=26][type=2] 	=> 0.000153
[size=5][x=9][y=25][type=0] 	=> 0.000153
[size=10][x=17][y=8][type=2] 	=> 0.000153
[size=4][x=33][y=20][type=2] 	=> 0.000153
[size=20][x=4][y=0][type=1] 	=> 0.000153
[size=4][x=23][y=10][type=0] 	=> 0.000153
[size=4][x=28][y=2][type=0] 	=> 0.000153
[size=8][x=11][y=2][type=2] 	=> 0.000153
[size=20][x=16][y=17][type=0] 	=> 0.000153
[size=10][x=5][y=13][type=1] 	=> 0.000152
[size=8][x=10][y=26][type=1] 	=> 0.000152
[size=10][x=13][y=7][type=0] 	=> 0.000152
[size=10][x=14][y=18][type=1] 	=> 0.000152
[size=5][x=24][y=24][type=0] 	=> 0.000152
[size=10][x=12][y=6][type=1] 	=> 0.000152
[size=20][x=5][y=14][type=0] 	=> 0.000152
[size=8][x=21][y=20][type=2] 	=> 0.000152
[size=10][x=25][y=11][type=2] 	=> 0.000152
[size=20][x=17][y=3][type=0] 	=> 0.000151
[size=4][x=11][y=25][type=1] 	=> 0.000151
[size=10][x=13][y=6][type=1] 	=> 0.000151
[size=20][x=12][y=12][type=2] 	=> 0.000151
[size=5][x=12][y=27][type=1] 	=> 0.000151
[size=10][x=13][y=15][type=1] 	=> 0.000151
[size=10][x=4][y=26][type=1] 	=> 0.000151
[size=4][x=16][y=33][type=0] 	=> 0.000151
[size=10][x=27][y=10][type=2] 	=> 0.000150
[size=5][x=5][y=20][type=2] 	=> 0.000150
[size=10][x=6][y=12][type=2] 	=> 0.000150
[size=5][x=33][y=18][type=2] 	=> 0.000150
[size=8][x=21][y=9][type=1] 	=> 0.000150
[size=20][x=19][y=4][type=1] 	=> 0.000150
[size=8][x=13][y=2][type=1] 	=> 0.000150
[size=4][x=1][y=26][type=1] 	=> 0.000150
[size=8][x=2][y=21][type=2] 	=> 0.000150
[size=10][x=7][y=11][type=1] 	=> 0.000150
[size=10][x=14][y=12][type=1] 	=> 0.000149
[size=20][x=16][y=3][type=1] 	=> 0.000149
[size=20][x=13][y=2][type=0] 	=> 0.000149
[size=4][x=11][y=21][type=2] 	=> 0.000149
[size=5][x=11][y=16][type=0] 	=> 0.000149
[size=4][x=26][y=18][type=1] 	=> 0.000149
[size=10][x=7][y=23][type=2] 	=> 0.000149
[size=10][x=22][y=1][type=1] 	=> 0.000149
[size=10][x=21][y=11][type=0] 	=> 0.000149
[size=20][x=9][y=6][type=1] 	=> 0.000149
[size=10][x=3][y=11][type=1] 	=> 0.000149
[size=20][x=11][y=4][type=1] 	=> 0.000149
[size=8][x=15][y=19][type=2] 	=> 0.000149
[size=8][x=7][y=6][type=2] 	=> 0.000149
[size=4][x=29][y=6][type=1] 	=> 0.000149
[size=5][x=10][y=16][type=0] 	=> 0.000149
[size=10][x=2][y=27][type=2] 	=> 0.000149
[size=5][x=10][y=17][type=1] 	=> 0.000148
[size=8][x=6][y=9][type=0] 	=> 0.000148
[size=8][x=19][y=31][type=2] 	=> 0.000148
[size=4][x=22][y=18][type=2] 	=> 0.000148
[size=10][x=13][y=17][type=2] 	=> 0.000148
[size=5][x=21][y=19][type=0] 	=> 0.000148
[size=20][x=9][y=17][type=0] 	=> 0.000148
[size=8][x=22][y=24][type=0] 	=> 0.000148
[size=10][x=6][y=8][type=1] 	=> 0.000148
[size=5][x=34][y=6][type=0] 	=> 0.000148
[size=8][x=9][y=5][type=0] 	=> 0.000148
[size=8][x=9][y=10][type=0] 	=> 0.000148
[size=8][x=12][y=8][type=1] 	=> 0.000148
[size=10][x=28][y=16][type=2] 	=> 0.000147
[size=10][x=28][y=11][type=2] 	=> 0.000147
[size=10][x=12][y=18][type=1] 	=> 0.000147
[size=5][x=5][y=24][type=1] 	=> 0.000147
[size=4][x=13][y=9][type=2] 	=> 0.000147
[size=10][x=20][y=25][type=1] 	=> 0.000147
[size=5][x=10][y=18][type=0] 	=> 0.000147
[size=5][x=30][y=5][type=1] 	=> 0.000147
[size=8][x=30][y=22][type=0] 	=> 0.000147
[size=10][x=17][y=15][type=1] 	=> 0.000147
[size=20][x=6][y=18][type=0] 	=> 0.000147
[size=8][x=22][y=10][type=2] 	=> 0.000146
[size=20][x=5][y=18][type=0] 	=> 0.000146
[size=10][x=19][y=3][type=0] 	=> 0.000146
[size=4][x=18][y=28][type=1] 	=> 0.000146
[size=5][x=30][y=25][type=0] 	=> 0.000146
[size=20][x=17][y=6][type=0] 	=> 0.000146
[size=10][x=8][y=29][type=0] 	=> 0.000146
[size=5][x=28][y=1][type=0] 	=> 0.000146
[size=10][x=12][y=22][type=1] 	=> 0.000146
[size=20][x=8][y=9][type=2] 	=> 0.000146
[size=4][x=32][y=7][type=0] 	=> 0.000146
[size=5][x=14][y=22][type=0] 	=> 0.000146
[size=8][x=3][y=29][type=2] 	=> 0.000146
[size=8][x=24][y=22][type=1] 	=> 0.000146
[size=8][x=0][y=30][type=2] 	=> 0.000146
[size=5][x=24][y=2][type=2] 	=> 0.000146
[size=4][x=21][y=21][type=0] 	=> 0.000146
[size=10][x=11][y=18][type=2] 	=> 0.000146
[size=5][x=32][y=3][type=0] 	=> 0.000146
[size=20][x=15][y=8][type=1] 	=> 0.000146
[size=4][x=15][y=6][type=1] 	=> 0.000146
[size=20][x=8][y=11][type=1] 	=> 0.000145
[size=5][x=2][y=9][type=2] 	=> 0.000145
[size=8][x=23][y=7][type=2] 	=> 0.000145
[size=8][x=18][y=6][type=1] 	=> 0.000145
[size=8][x=1][y=11][type=2] 	=> 0.000145
[size=4][x=18][y=28][type=0] 	=> 0.000145
